data,pedido_id,categoria,produto,regiao,canal,quantidade,preco_unitario,receita
2024-03-16,10329,Casa,Aspirador Robô,Sudeste,Site,2,1234.05,2468.1
2024-03-17,10330,Casa,Air Fryer,Sul,Site,1,436.05,436.05
2024-03-17,10331,Esporte,Halteres 10kg,Sudeste,Site,1,179.55,179.55
2024-03-17,10332,Eletrônicos,Smartphone,Sudeste,Loja Física,1,1899.0,1899.0
2024-03-18,10333,Casa,Liquidificador,Sudeste,Loja Física,2,199.0,398.0
2024-03-18,10334,Esporte,Halteres 10kg,Sudeste,App,2,189.0,378.0
2024-03-18,10335,Eletrônicos,Fone Bluetooth,Sul,Site,1,211.65,211.65
2024-03-18,10336,Casa,Liquidificador,Sudeste,Site,2,199.0,398.0
2024-03-19,10337,Informática,Teclado Mecânico,Nordeste,Loja Física,2,331.55,663.1
2024-03-19,10338,Moda,Tênis Esportivo,Sul,App,3,399.0,1197.0
2024-03-20,10339,Esporte,Bicicleta,Sudeste,Loja Física,2,1599.0,3198.0
2024-03-21,10340,Casa,Cafeteira,Sudeste,App,3,245.65,736.95
2024-03-21,10341,Moda,Relógio,Sul,Site,1,279.65,279.65
2024-03-21,10342,Esporte,Bicicleta,Nordeste,Site,3,1519.05,4557.15
2024-03-22,10343,Moda,Mochila,Sul,Site,1,179.0,179.0
2024-03-22,10344,Esporte,Tapete Yoga,Sudeste,Site,3,94.05,282.15
2024-03-22,10345,Informática,Mouse Gamer,Nordeste,Site,3,143.1,429.3
2024-03-23,10346,Casa,Air Fryer,Sudeste,Site,3,390.15,1170.45
2024-03-23,10347,Moda,Mochila,Sul,App,3,179.0,537.0
2024-03-23,10348,Informática,Mouse Gamer,Centro-Oeste,App,1,159.0,159.0
2024-03-23,10349,Informática,SSD 1TB,Nordeste,Site,1,364.65,364.65
2024-03-23,10350,Casa,Cafeteira,Sudeste,Site,3,289.0,867.0
2024-03-23,10351,Eletrônicos,Fone Bluetooth,Sudeste,Site,1,249.0,249.0
2024-03-24,10352,Eletrônicos,Fone Bluetooth,Nordeste,Site,2,249.0,498.0
2024-03-24,10353,Casa,Air Fryer,Sudeste,Loja Física,2,459.0,918.0
2024-03-24,10354,Informática,Mouse Gamer,Sul,Site,2,159.0,318.0
2024-03-25,10355,Eletrônicos,Smartwatch,Nordeste,App,3,899.0,2697.0
2024-03-25,10356,Esporte,Tapete Yoga,Nordeste,Loja Física,1,94.05,94.05
2024-03-25,10357,Esporte,Tapete Yoga,Sul,Site,3,99.0,297.0
2024-03-26,10358,Eletrônicos,Smartphone,Sudeste,App,2,1709.1,3418.2
2024-03-26,10359,Eletrônicos,Smartwatch,Sudeste,Loja Física,1,899.0,899.0
2024-03-27,10360,Casa,Aspirador Robô,Sul,Loja Física,2,1169.1,2338.2
2024-03-27,10361,Esporte,Halteres 10kg,Sul,Site,3,170.1,510.3
2024-03-28,10362,Casa,Air Fryer,Sudeste,App,1,459.0,459.0
2024-03-28,10363,Casa,Air Fryer,Sudeste,Site,2,459.0,918.0
2024-03-28,10364,Moda,Jaqueta,Sudeste,Loja Física,3,259.0,777.0
2024-03-28,10365,Eletrônicos,Fone Bluetooth,Sudeste,Site,1,224.1,224.1
2024-03-28,10366,Informática,"Monitor 24""",Sudeste,App,2,999.0,1998.0
2024-03-29,10367,Casa,Air Fryer,Sudeste,App,1,459.0,459.0
2024-03-29,10368,Casa,Cafeteira,Sudeste,Site,1,260.1,260.1
2024-03-29,10369,Esporte,Bicicleta,Sudeste,Site,3,1599.0,4797.0
2024-03-29,10370,Informática,Teclado Mecânico,Sudeste,Site,1,349.0,349.0
2024-03-29,10371,Informática,Teclado Mecânico,Sudeste,App,1,349.0,349.0
2024-03-29,10372,Eletrônicos,Fone Bluetooth,Sul,App,3,224.1,672.3
2024-03-29,10373,Esporte,Halteres 10kg,Centro-Oeste,Loja Física,1,179.55,179.55
2024-03-30,10374,Moda,Relógio,Sudeste,App,3,312.55,937.65
2024-03-30,10375,Eletrônicos,Smartphone,Nordeste,Loja Física,3,1804.05,5412.15
2024-03-30,10376,Moda,Jaqueta,Sudeste,Site,1,259.0,259.0
2024-03-30,10377,Moda,Jaqueta,Sul,Loja Física,2,259.0,518.0
2024-03-30,10378,Informática,Mouse Gamer,Sul,Site,1,143.1,143.1
2024-03-31,10379,Moda,Jaqueta,Centro-Oeste,Site,2,259.0,518.0
2024-03-31,10380,Casa,Aspirador Robô,Norte,Loja Física,3,1234.05,3702.15
2024-03-31,10381,Eletrônicos,Smartphone,Centro-Oeste,App,3,1899.0,5697.0
2024-03-31,10382,Casa,Cafeteira,Sudeste,App,1,260.1,260.1
2024-04-01,10383,Casa,Aspirador Robô,Sudeste,Loja Física,1,1234.05,1234.05
2024-04-01,10384,Informática,Teclado Mecânico,Sudeste,App,3,349.0,1047.0
2024-04-01,10385,Informática,"Monitor 24""",Sudeste,Loja Física,2,999.0,1998.0
2024-04-01,10386,Casa,Liquidificador,Sul,Loja Física,2,179.1,358.2
2024-04-02,10387,Casa,Liquidificador,Sudeste,App,2,199.0,398.0
2024-04-03,10388,Esporte,Halteres 10kg,Sudeste,App,3,189.0,567.0
2024-04-03,10389,Eletrônicos,Notebook,Norte,App,2,3999.0,7998.0
2024-04-03,10390,Moda,Jaqueta,Sudeste,Site,3,259.0,777.0
2024-04-04,10391,Casa,Cafeteira,Sudeste,Site,2,289.0,578.0
2024-04-04,10392,Informática,Teclado Mecânico,Sudeste,App,2,349.0,698.0
2024-04-05,10393,Moda,Jaqueta,Sul,Site,3,220.15,660.45
2024-04-05,10394,Moda,Jaqueta,Nordeste,App,2,259.0,518.0
2024-04-05,10395,Eletrônicos,Fone Bluetooth,Nordeste,App,3,236.55,709.65
2024-04-05,10396,Esporte,Esteira,Sudeste,App,3,2519.1,7557.3
2024-04-05,10397,Moda,Tênis Esportivo,Sul,Site,1,379.05,379.05
2024-04-05,10398,Esporte,Tapete Yoga,Sudeste,Site,2,94.05,188.1
2024-04-05,10399,Casa,Liquidificador,Sudeste,Loja Física,3,199.0,597.0
2024-04-06,10400,Moda,Tênis Esportivo,Sudeste,App,3,399.0,1197.0
2024-04-06,10401,Esporte,Tapete Yoga,Sul,Site,1,99.0,99.0
2024-04-06,10402,Moda,Tênis Esportivo,Sul,App,1,399.0,399.0
2024-04-06,10403,Moda,Relógio,Sudeste,Site,2,329.0,658.0
2024-04-07,10404,Esporte,Bicicleta,Centro-Oeste,Site,3,1599.0,4797.0
2024-04-07,10405,Esporte,Bicicleta,Sudeste,Loja Física,1,1599.0,1599.0
2024-04-08,10406,Casa,Liquidificador,Centro-Oeste,Site,2,199.0,398.0
2024-04-08,10407,Moda,Jaqueta,Sudeste,App,1,233.1,233.1
2024-04-08,10408,Moda,Mochila,Sudeste,App,1,179.0,179.0
2024-04-09,10409,Esporte,Tapete Yoga,Sudeste,Site,3,99.0,297.0
2024-04-09,10410,Esporte,Esteira,Sul,Site,3,2799.0,8397.0
2024-04-10,10411,Informática,Teclado Mecânico,Nordeste,Site,1,331.55,331.55
2024-04-10,10412,Esporte,Tapete Yoga,Sul,App,2,99.0,198.0
2024-04-10,10413,Casa,Cafeteira,Sudeste,Site,3,289.0,867.0
2024-04-10,10414,Informática,SSD 1TB,Sudeste,App,3,407.55,1222.65
2024-04-10,10415,Esporte,Tapete Yoga,Sudeste,Site,1,99.0,99.0
2024-04-10,10416,Informática,Teclado Mecânico,Sudeste,App,3,296.65,889.95
2024-04-11,10417,Casa,Air Fryer,Sudeste,Site,1,390.15,390.15
2024-04-11,10418,Casa,Aspirador Robô,Sul,App,1,1299.0,1299.0
2024-04-11,10419,Moda,Relógio,Sudeste,App,2,296.1,592.2
2024-04-12,10420,Esporte,Tapete Yoga,Sudeste,App,2,99.0,198.0
2024-04-12,10421,Eletrônicos,Smartphone,Sudeste,App,3,1899.0,5697.0
2024-04-12,10422,Esporte,Tapete Yoga,Nordeste,Site,1,89.1,89.1
2024-04-12,10423,Eletrônicos,Fone Bluetooth,Centro-Oeste,App,3,236.55,709.65
2024-04-12,10424,Moda,Relógio,Nordeste,Loja Física,2,329.0,658.0
2024-04-12,10425,Eletrônicos,Fone Bluetooth,Nordeste,Loja Física,1,249.0,249.0
2024-04-13,10426,Moda,Jaqueta,Sudeste,Site,2,259.0,518.0
2024-04-13,10427,Esporte,Esteira,Nordeste,App,3,2659.05,7977.15
2024-04-14,10428,Casa,Air Fryer,Centro-Oeste,App,1,459.0,459.0
2024-04-14,10429,Informática,Mouse Gamer,Nordeste,Loja Física,2,159.0,318.0
2024-04-14,10430,Casa,Cafeteira,Sudeste,Site,2,289.0,578.0
2024-04-14,10431,Esporte,Tapete Yoga,Sudeste,Site,1,99.0,99.0
2024-04-15,10432,Moda,Relógio,Sudeste,Site,3,329.0,987.0
2024-04-15,10433,Informática,Teclado Mecânico,Nordeste,Loja Física,1,349.0,349.0
2024-04-16,10434,Esporte,Tapete Yoga,Sul,App,3,89.1,267.3
2024-04-16,10435,Moda,Tênis Esportivo,Sudeste,App,3,399.0,1197.0
2024-04-16,10436,Esporte,Tapete Yoga,Sudeste,Site,3,89.1,267.3
2024-04-16,10437,Casa,Liquidificador,Nordeste,App,2,199.0,398.0
2024-04-17,10438,Esporte,Esteira,Sudeste,Site,1,2519.1,2519.1
2024-04-17,10439,Esporte,Esteira,Sul,Site,3,2799.0,8397.0
2024-04-18,10440,Informática,"Monitor 24""",Norte,App,3,999.0,2997.0
2024-04-18,10441,Eletrônicos,Smartwatch,Sul,App,1,899.0,899.0
2024-04-18,10442,Informática,Mouse Gamer,Sudeste,App,2,159.0,318.0
2024-04-18,10443,Esporte,Halteres 10kg,Sudeste,Site,1,189.0,189.0
2024-04-18,10444,Esporte,Esteira,Nordeste,Loja Física,2,2799.0,5598.0
2024-04-18,10445,Informática,Teclado Mecânico,Sudeste,App,2,349.0,698.0
2024-04-18,10446,Moda,Relógio,Nordeste,App,1,312.55,312.55
2024-04-18,10447,Informática,"Monitor 24""",Sudeste,Site,3,999.0,2997.0
2024-04-19,10448,Moda,Mochila,Centro-Oeste,App,2,170.05,340.1
2024-04-19,10449,Eletrônicos,Fone Bluetooth,Sudeste,Loja Física,1,224.1,224.1
2024-04-20,10450,Moda,Mochila,Sul,Site,1,179.0,179.0
2024-04-20,10451,Informática,Mouse Gamer,Nordeste,Loja Física,1,159.0,159.0
2024-04-21,10452,Casa,Cafeteira,Norte,Site,2,260.1,520.2
2024-04-21,10453,Esporte,Esteira,Sudeste,Site,2,2659.05,5318.1
2024-04-21,10454,Casa,Cafeteira,Nordeste,Site,2,289.0,578.0
2024-04-21,10455,Informática,SSD 1TB,Nordeste,Site,3,429.0,1287.0
2024-04-22,10456,Esporte,Esteira,Sul,App,3,2799.0,8397.0
2024-04-22,10457,Informática,Teclado Mecânico,Sudeste,App,1,349.0,349.0
2024-04-22,10458,Informática,SSD 1TB,Sul,Site,3,407.55,1222.65
2024-04-22,10459,Informática,Teclado Mecânico,Sudeste,App,2,314.1,628.2
2024-04-22,10460,Informática,SSD 1TB,Centro-Oeste,Site,3,429.0,1287.0
2024-04-22,10461,Esporte,Tapete Yoga,Nordeste,Loja Física,2,94.05,188.1
2024-04-22,10462,Moda,Tênis Esportivo,Centro-Oeste,App,3,399.0,1197.0
2024-04-23,10463,Moda,Tênis Esportivo,Sudeste,Site,1,399.0,399.0
2024-04-23,10464,Esporte,Bicicleta,Centro-Oeste,Site,2,1439.1,2878.2
2024-04-23,10465,Moda,Mochila,Sul,Site,2,170.05,340.1
2024-04-23,10466,Casa,Cafeteira,Sul,App,2,289.0,578.0
2024-04-24,10467,Moda,Jaqueta,Nordeste,Site,3,259.0,777.0
2024-04-24,10468,Moda,Jaqueta,Sudeste,Loja Física,2,233.1,466.2
2024-04-24,10469,Informática,SSD 1TB,Centro-Oeste,Site,2,429.0,858.0
2024-04-24,10470,Esporte,Tapete Yoga,Nordeste,App,2,89.1,178.2
2024-04-24,10471,Eletrônicos,Notebook,Sul,Loja Física,3,3799.05,11397.15
2024-04-24,10472,Esporte,Halteres 10kg,Nordeste,Loja Física,1,189.0,189.0
2024-04-25,10473,Eletrônicos,Smartwatch,Norte,Site,3,899.0,2697.0
2024-04-25,10474,Informática,Teclado Mecânico,Centro-Oeste,Site,2,349.0,698.0
2024-04-26,10475,Eletrônicos,Notebook,Sudeste,App,2,3999.0,7998.0
2024-04-26,10476,Esporte,Bicicleta,Sul,Site,2,1599.0,3198.0
2024-04-26,10477,Eletrônicos,Fone Bluetooth,Sudeste,Loja Física,1,249.0,249.0
2024-04-26,10478,Moda,Mochila,Sudeste,App,1,170.05,170.05
2024-04-27,10479,Esporte,Bicicleta,Sudeste,Loja Física,1,1439.1,1439.1
2024-04-27,10480,Moda,Jaqueta,Nordeste,App,3,233.1,699.3
2024-04-27,10481,Casa,Aspirador Robô,Sudeste,Site,2,1169.1,2338.2
2024-04-28,10482,Moda,Relógio,Nordeste,Loja Física,3,329.0,987.0
2024-04-28,10483,Eletrônicos,Smartphone,Nordeste,App,1,1899.0,1899.0
2024-04-28,10484,Moda,Tênis Esportivo,Sudeste,Site,1,399.0,399.0
2024-04-28,10485,Eletrônicos,Fone Bluetooth,Nordeste,App,1,249.0,249.0
2024-04-29,10486,Informática,Teclado Mecânico,Centro-Oeste,App,3,296.65,889.95
2024-04-29,10487,Casa,Aspirador Robô,Nordeste,Loja Física,3,1234.05,3702.15
2024-04-29,10488,Informática,Mouse Gamer,Sul,Site,2,159.0,318.0
2024-04-29,10489,Informática,Mouse Gamer,Sudeste,Site,2,151.05,302.1
2024-04-30,10490,Informática,Teclado Mecânico,Sudeste,App,1,349.0,349.0
2024-04-30,10491,Informática,Teclado Mecânico,Nordeste,Site,1,349.0,349.0
2024-04-30,10492,Esporte,Tapete Yoga,Nordeste,App,3,84.15,252.45
2024-05-01,10493,Informática,SSD 1TB,Nordeste,Site,3,407.55,1222.65
2024-05-01,10494,Moda,Mochila,Nordeste,Site,2,179.0,358.0
2024-05-01,10495,Casa,Cafeteira,Sul,Site,3,289.0,867.0
2024-05-01,10496,Informática,"Monitor 24""",Sudeste,Site,1,949.05,949.05
2024-05-01,10497,Informática,Teclado Mecânico,Nordeste,Loja Física,1,349.0,349.0
2024-05-02,10498,Esporte,Esteira,Sudeste,Site,1,2799.0,2799.0
2024-05-02,10499,Moda,Mochila,Nordeste,App,1,179.0,179.0
2024-05-02,10500,Esporte,Bicicleta,Sudeste,Site,1,1599.0,1599.0
2024-05-02,10501,Eletrônicos,Notebook,Sudeste,Site,1,3999.0,3999.0
2024-05-02,10502,Casa,Air Fryer,Sudeste,App,1,459.0,459.0
2024-05-02,10503,Informática,Mouse Gamer,Sudeste,Site,2,143.1,286.2
2024-05-03,10504,Eletrônicos,Notebook,Nordeste,Site,3,3999.0,11997.0
2024-05-03,10505,Eletrônicos,Notebook,Norte,Site,2,3999.0,7998.0
2024-05-03,10506,Esporte,Esteira,Sudeste,Loja Física,2,2379.15,4758.3
2024-05-03,10507,Informática,"Monitor 24""",Sul,App,2,999.0,1998.0
2024-05-03,10508,Moda,Tênis Esportivo,Sudeste,Loja Física,2,399.0,798.0
2024-05-04,10509,Esporte,Bicicleta,Sul,App,1,1599.0,1599.0
2024-05-04,10510,Moda,Jaqueta,Nordeste,App,2,259.0,518.0
2024-05-04,10511,Casa,Air Fryer,Nordeste,App,3,413.1,1239.3
2024-05-05,10512,Casa,Aspirador Robô,Sudeste,Loja Física,1,1104.15,1104.15
2024-05-05,10513,Esporte,Bicicleta,Sudeste,App,2,1599.0,3198.0
2024-05-06,10514,Informática,Mouse Gamer,Sudeste,Site,2,159.0,318.0
2024-05-06,10515,Moda,Relógio,Sudeste,App,1,279.65,279.65
2024-05-06,10516,Moda,Tênis Esportivo,Sudeste,Site,1,399.0,399.0
2024-05-06,10517,Eletrônicos,Fone Bluetooth,Nordeste,Site,3,249.0,747.0
2024-05-06,10518,Eletrônicos,Notebook,Centro-Oeste,App,3,3999.0,11997.0
2024-05-06,10519,Moda,Mochila,Nordeste,Site,1,161.1,161.1
2024-05-07,10520,Moda,Mochila,Sul,Site,1,179.0,179.0
2024-05-07,10521,Informática,"Monitor 24""",Sudeste,App,2,899.1,1798.2
2024-05-08,10522,Moda,Mochila,Sudeste,App,3,179.0,537.0
2024-05-08,10523,Eletrônicos,Smartphone,Sudeste,Site,2,1899.0,3798.0
2024-05-08,10524,Moda,Relógio,Centro-Oeste,App,3,329.0,987.0
2024-05-08,10525,Casa,Aspirador Robô,Norte,Site,2,1234.05,2468.1
2024-05-08,10526,Informática,"Monitor 24""",Sudeste,App,1,999.0,999.0
2024-05-09,10527,Esporte,Tapete Yoga,Nordeste,Site,1,99.0,99.0
2024-05-09,10528,Moda,Jaqueta,Norte,App,1,259.0,259.0
2024-05-09,10529,Moda,Mochila,Nordeste,Site,3,179.0,537.0
2024-05-09,10530,Eletrônicos,Smartphone,Sul,App,3,1804.05,5412.15
2024-05-10,10531,Esporte,Esteira,Sul,App,1,2659.05,2659.05
2024-05-10,10532,Moda,Tênis Esportivo,Sudeste,App,1,399.0,399.0
2024-05-10,10533,Esporte,Halteres 10kg,Sudeste,Site,1,170.1,170.1
2024-05-10,10534,Informática,SSD 1TB,Nordeste,Site,2,429.0,858.0
2024-05-10,10535,Informática,Mouse Gamer,Nordeste,Loja Física,2,143.1,286.2
2024-05-10,10536,Esporte,Bicicleta,Nordeste,App,3,1599.0,4797.0
2024-05-11,10537,Informática,"Monitor 24""",Sudeste,Site,1,949.05,949.05
2024-05-11,10538,Moda,Jaqueta,Centro-Oeste,Loja Física,2,259.0,518.0
2024-05-12,10539,Informática,Teclado Mecânico,Norte,Site,2,349.0,698.0
2024-05-12,10540,Informática,Mouse Gamer,Nordeste,App,3,151.05,453.15
2024-05-12,10541,Casa,Cafeteira,Norte,Site,3,289.0,867.0
2024-05-12,10542,Moda,Mochila,Nordeste,App,1,170.05,170.05
2024-05-12,10543,Casa,Aspirador Robô,Sudeste,Site,1,1234.05,1234.05
2024-05-13,10544,Eletrônicos,Smartphone,Sul,Site,1,1899.0,1899.0
2024-05-13,10545,Moda,Mochila,Centro-Oeste,Site,3,179.0,537.0
2024-05-13,10546,Esporte,Esteira,Nordeste,Loja Física,1,2659.05,2659.05
2024-05-14,10547,Casa,Air Fryer,Centro-Oeste,App,2,459.0,918.0
2024-05-14,10548,Esporte,Bicicleta,Centro-Oeste,Site,3,1519.05,4557.15
2024-05-14,10549,Informática,Mouse Gamer,Sudeste,Site,1,159.0,159.0
2024-05-15,10550,Casa,Liquidificador,Norte,Loja Física,3,199.0,597.0
2024-05-15,10551,Esporte,Bicicleta,Nordeste,Site,1,1519.05,1519.05
2024-05-16,10552,Moda,Tênis Esportivo,Nordeste,Site,3,339.15,1017.45
2024-05-16,10553,Eletrônicos,Smartwatch,Sul,Loja Física,3,899.0,2697.0
2024-05-16,10554,Informática,SSD 1TB,Sudeste,Site,1,429.0,429.0
2024-05-16,10555,Esporte,Bicicleta,Sudeste,Site,3,1439.1,4317.3
2024-05-17,10556,Moda,Tênis Esportivo,Nordeste,Site,2,379.05,758.1
2024-05-18,10557,Casa,Liquidificador,Centro-Oeste,App,2,179.1,358.2
2024-05-18,10558,Moda,Mochila,Sudeste,Site,3,179.0,537.0
2024-05-19,10559,Eletrônicos,Fone Bluetooth,Sudeste,App,3,249.0,747.0
2024-05-19,10560,Moda,Jaqueta,Sudeste,Site,2,259.0,518.0
2024-05-20,10561,Informática,"Monitor 24""",Sudeste,App,2,999.0,1998.0
2024-05-20,10562,Casa,Cafeteira,Sudeste,Loja Física,1,289.0,289.0
2024-05-20,10563,Informática,Teclado Mecânico,Centro-Oeste,App,1,349.0,349.0
2024-05-20,10564,Informática,"Monitor 24""",Sudeste,App,3,999.0,2997.0
2024-05-20,10565,Informática,Teclado Mecânico,Sul,Loja Física,1,314.1,314.1
2024-05-20,10566,Esporte,Esteira,Sul,Site,2,2799.0,5598.0
2024-05-20,10567,Informática,SSD 1TB,Sul,Site,1,429.0,429.0
2024-05-21,10568,Eletrônicos,Smartphone,Sudeste,Site,2,1899.0,3798.0
2024-05-21,10569,Esporte,Tapete Yoga,Norte,App,2,99.0,198.0
2024-05-22,10570,Esporte,Esteira,Sudeste,Site,2,2799.0,5598.0
2024-05-22,10571,Eletrônicos,Smartphone,Sul,Site,3,1804.05,5412.15
2024-05-22,10572,Moda,Tênis Esportivo,Nordeste,App,2,399.0,798.0
2024-05-22,10573,Casa,Cafeteira,Nordeste,App,1,245.65,245.65
2024-05-22,10574,Casa,Liquidificador,Norte,Site,2,199.0,398.0
2024-05-22,10575,Casa,Cafeteira,Sudeste,Site,3,274.55,823.65
2024-05-22,10576,Esporte,Bicicleta,Sudeste,Loja Física,1,1599.0,1599.0
2024-05-23,10577,Eletrônicos,Fone Bluetooth,Sudeste,Site,3,249.0,747.0
2024-05-23,10578,Eletrônicos,Smartwatch,Centro-Oeste,App,2,854.05,1708.1
2024-05-23,10579,Informática,SSD 1TB,Sul,Site,3,386.1,1158.3
2024-05-23,10580,Casa,Air Fryer,Sudeste,Site,3,459.0,1377.0
2024-05-24,10581,Moda,Relógio,Sul,App,2,329.0,658.0
2024-05-24,10582,Eletrônicos,Smartwatch,Nordeste,Site,3,899.0,2697.0
2024-05-24,10583,Esporte,Bicicleta,Sudeste,App,2,1599.0,3198.0
2024-05-24,10584,Eletrônicos,Notebook,Sul,App,2,3999.0,7998.0
2024-05-24,10585,Eletrônicos,Fone Bluetooth,Sul,App,3,249.0,747.0
2024-05-24,10586,Informática,Mouse Gamer,Nordeste,App,1,159.0,159.0
2024-05-25,10587,Esporte,Tapete Yoga,Sul,Site,1,99.0,99.0
2024-05-25,10588,Eletrônicos,Fone Bluetooth,Norte,Site,3,249.0,747.0
2024-05-25,10589,Eletrônicos,Smartwatch,Sudeste,App,2,899.0,1798.0
2024-05-26,10590,Esporte,Bicicleta,Nordeste,Loja Física,3,1599.0,4797.0
2024-05-26,10591,Esporte,Bicicleta,Nordeste,Site,3,1519.05,4557.15
2024-05-26,10592,Eletrônicos,Fone Bluetooth,Centro-Oeste,Loja Física,3,249.0,747.0
2024-05-26,10593,Esporte,Tapete Yoga,Sul,Site,2,99.0,198.0
2024-05-26,10594,Casa,Liquidificador,Sul,Site,2,199.0,398.0
2024-05-27,10595,Eletrônicos,Smartwatch,Nordeste,Site,1,899.0,899.0
2024-05-27,10596,Esporte,Halteres 10kg,Sudeste,Loja Física,1,189.0,189.0
2024-05-27,10597,Moda,Relógio,Sul,Loja Física,2,329.0,658.0
2024-05-27,10598,Esporte,Halteres 10kg,Sul,Site,1,189.0,189.0
2024-05-28,10599,Casa,Aspirador Robô,Sudeste,Site,1,1299.0,1299.0
2024-05-29,10600,Informática,Mouse Gamer,Nordeste,Loja Física,1,135.15,135.15
2024-05-29,10601,Eletrônicos,Smartwatch,Sul,App,1,854.05,854.05
2024-05-29,10602,Eletrônicos,Notebook,Nordeste,App,1,3999.0,3999.0
2024-05-29,10603,Eletrônicos,Fone Bluetooth,Norte,Site,2,249.0,498.0
2024-05-29,10604,Informática,"Monitor 24""",Sudeste,App,2,999.0,1998.0
2024-05-29,10605,Moda,Jaqueta,Norte,App,3,233.1,699.3
2024-05-29,10606,Esporte,Halteres 10kg,Centro-Oeste,App,2,179.55,359.1
2024-05-29,10607,Casa,Aspirador Robô,Nordeste,Site,1,1234.05,1234.05
2024-05-30,10608,Moda,Relógio,Sudeste,Loja Física,3,312.55,937.65
2024-05-30,10609,Informática,"Monitor 24""",Centro-Oeste,Site,3,999.0,2997.0
2024-05-31,10610,Moda,Mochila,Sul,App,2,170.05,340.1
2024-06-01,10611,Eletrônicos,Fone Bluetooth,Centro-Oeste,Site,3,249.0,747.0
2024-06-01,10612,Moda,Mochila,Sul,Site,2,179.0,358.0
2024-06-01,10613,Esporte,Bicicleta,Sudeste,Site,2,1599.0,3198.0
2024-06-01,10614,Esporte,Bicicleta,Nordeste,App,2,1599.0,3198.0
2024-06-01,10615,Moda,Tênis Esportivo,Sudeste,Loja Física,3,399.0,1197.0
2024-06-01,10616,Casa,Aspirador Robô,Sudeste,Site,2,1169.1,2338.2
2024-06-01,10617,Moda,Jaqueta,Sudeste,Loja Física,2,220.15,440.3
2024-06-01,10618,Casa,Cafeteira,Sudeste,App,3,289.0,867.0
2024-06-01,10619,Informática,Teclado Mecânico,Norte,App,1,349.0,349.0
2024-06-01,10620,Moda,Jaqueta,Sul,Loja Física,2,246.05,492.1
2024-06-02,10621,Informática,Teclado Mecânico,Sudeste,Loja Física,3,349.0,1047.0
2024-06-02,10622,Casa,Cafeteira,Sudeste,App,1,274.55,274.55
2024-06-02,10623,Moda,Relógio,Centro-Oeste,Loja Física,2,312.55,625.1
2024-06-02,10624,Casa,Liquidificador,Nordeste,Site,2,199.0,398.0
2024-06-02,10625,Casa,Liquidificador,Sudeste,Site,1,179.1,179.1
2024-06-02,10626,Informática,Teclado Mecânico,Centro-Oeste,Loja Física,3,314.1,942.3
2024-06-02,10627,Informática,Teclado Mecânico,Sul,Site,3,349.0,1047.0
2024-06-02,10628,Informática,Teclado Mecânico,Sudeste,Site,3,349.0,1047.0
2024-06-03,10629,Eletrônicos,Smartwatch,Sudeste,Site,3,854.05,2562.15
2024-06-03,10630,Moda,Relógio,Nordeste,Site,1,279.65,279.65
2024-06-03,10631,Moda,Jaqueta,Sul,Loja Física,1,246.05,246.05
2024-06-03,10632,Esporte,Bicicleta,Sudeste,Site,3,1519.05,4557.15
2024-06-04,10633,Eletrônicos,Smartphone,Sudeste,Site,1,1899.0,1899.0
2024-06-04,10634,Esporte,Bicicleta,Sudeste,App,3,1599.0,4797.0
2024-06-04,10635,Informática,Teclado Mecânico,Centro-Oeste,Site,1,349.0,349.0
2024-06-04,10636,Informática,SSD 1TB,Sudeste,Site,1,429.0,429.0
2024-06-04,10637,Esporte,Bicicleta,Centro-Oeste,Site,2,1599.0,3198.0
2024-06-05,10638,Eletrônicos,Notebook,Sul,Site,1,3999.0,3999.0
2024-06-05,10639,Esporte,Esteira,Nordeste,Loja Física,3,2799.0,8397.0
2024-06-05,10640,Informática,Teclado Mecânico,Sudeste,Site,1,349.0,349.0
2024-06-05,10641,Eletrônicos,Fone Bluetooth,Sul,Site,1,249.0,249.0
2024-06-05,10642,Eletrônicos,Smartwatch,Norte,App,1,899.0,899.0
2024-06-05,10643,Informática,Teclado Mecânico,Sudeste,App,3,331.55,994.65
2024-06-06,10644,Eletrônicos,Notebook,Centro-Oeste,Site,1,3999.0,3999.0
2024-06-06,10645,Casa,Aspirador Robô,Sudeste,Site,3,1299.0,3897.0
2024-06-06,10646,Moda,Tênis Esportivo,Nordeste,Loja Física,3,399.0,1197.0
2024-06-07,10647,Moda,Tênis Esportivo,Norte,Loja Física,2,379.05,758.1
2024-06-07,10648,Moda,Jaqueta,Sudeste,Loja Física,2,259.0,518.0
2024-06-07,10649,Informática,Teclado Mecânico,Sul,Site,2,331.55,663.1
2024-06-07,10650,Moda,Jaqueta,Sul,Site,1,233.1,233.1
2024-06-07,10651,Eletrônicos,Fone Bluetooth,Sudeste,Site,1,224.1,224.1
2024-06-07,10652,Informática,SSD 1TB,Sul,App,1,429.0,429.0
2024-06-07,10653,Moda,Jaqueta,Sudeste,Loja Física,2,259.0,518.0
2024-06-07,10654,Informática,Mouse Gamer,Sudeste,Site,1,135.15,135.15
2024-06-07,10655,Informática,Mouse Gamer,Sul,Site,3,151.05,453.15
2024-06-07,10656,Eletrônicos,Smartphone,Norte,Loja Física,2,1804.05,3608.1
2024-06-07,10657,Casa,Aspirador Robô,Sul,App,2,1234.05,2468.1
2024-06-07,10658,Esporte,Esteira,Norte,Site,1,2659.05,2659.05
